Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-07T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-14T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-21T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-28T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-05T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-12T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-19T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-26T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-02T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-09T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-16T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-23T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-30T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-06T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-13T00:00:00,x351lmej,y6xxj70y,101.455
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-20T00:00:00,x351lmej,y6xxj70y,101.455
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-27T00:00:00,8qo72wqj,zx83p55m,99.669
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-04T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-11T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-18T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-25T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-01T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-08T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-15T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-22T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-29T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-06T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-13T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-20T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-27T00:00:00,x351lmej,yl1l7w2m,95.87
game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-03-15T00:00:00,8gr6mvyx,y48vl9km,154.325
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-03-22T00:00:00,8l0e1v78,mr6pd92m,141.545
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-03-29T00:00:00,8l0e1v78,mr6pd92m,141.545
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-04-05T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-04-12T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-04-19T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-04-26T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-05-03T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-05-10T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-05-17T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-05-24T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-05-31T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-06-07T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-06-14T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-06-21T00:00:00,8l0e1v78,zq0x259y,140.592
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-06-28T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-07-05T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-07-12T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-07-19T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-07-26T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-08-02T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-08-09T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-08-16T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-08-23T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-08-30T00:00:00,0jmrppe8,mkkp241m,138.22
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-09-06T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-09-13T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-09-20T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-09-27T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-10-04T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-10-11T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-10-18T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-10-25T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-11-01T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-11-08T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-11-15T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-11-22T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-11-29T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-12-06T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-12-13T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-12-20T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,Any%,wdmr1j3k,None,2022-12-27T00:00:00,8gr6mvyx,znq7963z,127.241
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-03-15T00:00:00,8l0e1v78,m368xj6m,105.896
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-03-22T00:00:00,8l0e1v78,m368xj6m,105.896
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-03-29T00:00:00,8l0e1v78,m368xj6m,105.896
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-04-05T00:00:00,8l0e1v78,m368xj6m,105.896
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-04-12T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-04-19T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-04-26T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-05-03T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-05-10T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-05-17T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-05-24T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-05-31T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-07T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-14T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-21T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-06-28T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-05T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-12T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-19T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-07-26T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-02T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-09T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-16T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-23T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-08-30T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-06T00:00:00,8qo72wqj,y2p3967z,102.701
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-13T00:00:00,x351lmej,y6xxj70y,101.455
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-20T00:00:00,x351lmej,y6xxj70y,101.455
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-09-27T00:00:00,8qo72wqj,zx83p55m,99.669
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-04T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-11T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-18T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-10-25T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-01T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-08T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-15T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-22T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-11-29T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-06T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-13T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-20T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,OldLady%,8248o3nk,None,2022-12-27T00:00:00,x351lmej,yl1l7w2m,95.87
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-06-28T00:00:00,8d3rlkmx,znpxpo3m,660.017
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-07-05T00:00:00,x72ldpq8,y2pwrj6z,228.892
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-07-12T00:00:00,x72ldpq8,y2pwrj6z,228.892
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-07-19T00:00:00,x72ldpq8,y2pwrj6z,228.892
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-07-26T00:00:00,x72ldpq8,y2pwrj6z,228.892
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-08-02T00:00:00,x72ldpq8,y2pwrj6z,228.892
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-08-09T00:00:00,x72ldpq8,y2pwrj6z,228.892
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-08-16T00:00:00,x72ldpq8,y2pwrj6z,228.892
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-08-23T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-08-30T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-09-06T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-09-13T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-09-20T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-09-27T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-10-04T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-10-11T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-10-18T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-10-25T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-11-01T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-11-08T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-11-15T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-11-22T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-11-29T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-12-06T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-12-13T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-12-20T00:00:00,x72ldpq8,m3xn8o4m,215.221
Rainboy,m1zkeym1,AllCrystals%,5dwq6ond,None,2022-12-27T00:00:00,x72ldpq8,m3xn8o4m,215.221
